"feature","platform","outcome","value_unit","value","p_value","sig_marker","n_obs","model_file","source_row","reference_category","notes"
"caps_word_count","tt","velocity_t24","shape-only","non-monotonic; peak at caps_word_count=28.70, trough at caps_word_count=10.60; link-scale range 2.09",0.227301833942561,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(caps_word_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.254); shape evaluated over q10..q90 instead; edf=3.65; F=1.32"
"colourfulness","tt","velocity_t24","percent","-1.1",0.675454733499824,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(colourfulness)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=3.13; F=0.58; monotonic over IQR (q25=-0.675, q75=0.485 of colourfulness)"
"contrast","tt","velocity_t24","percent","-3.5",0.0261997296501414,"*",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(contrast)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=2.94; F=2.75; monotonic over IQR (q25=-0.611, q75=0.643 of contrast)"
"cta_flag","tt","velocity_t24","percent","+13.1",0.231977374985704,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[cta_flag]",,"binary; beta=0.1229, SE=0.1028, t=1.20"
"ellipsis_count","tt","velocity_t24","shape-only","non-monotonic; peak at ellipsis_count=30.09, trough at ellipsis_count=-0.21; link-scale range 0.14",0.7383999595598,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(ellipsis_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.211); shape evaluated over q10..q90 instead; edf=1.01; F=0.12"
"emoji_count","tt","velocity_t24","percent","+0.4",0.397855361587829,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(emoji_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.98; F=0.69; monotonic over IQR (q25=-0.617, q75=0.0896 of emoji_count)"
"exclamation_density","tt","velocity_t24","shape-only","non-monotonic; peak at exclamation_density=-0.16, trough at exclamation_density=42.48; link-scale range 0.61",0.304926566533419,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(exclamation_density)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.163); shape evaluated over q10..q90 instead; edf=1.00; F=1.05"
"face_flag","tt","velocity_t24","percent","+2.2",0.493464488383284,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[face_flag]",,"binary; beta=0.0217, SE=0.0316, t=0.68"
"flesch_available","tt","velocity_t24","percent","-7.0",0.195231091331804,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[flesch_available]",,"binary; beta=-0.0731, SE=0.0564, t=-1.30"
"flesch_reading_ease","tt","velocity_t24","percent","+0.0",0.448227676749089,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(flesch_reading_ease)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.92; F=0.89; non-monotonic in IQR (q25=-0.303, q50=0.16, q75=0.608 of flesch_reading_ease; link-range over q10..q90 = 0.02)"
"follower_available","tt","velocity_t24","percent","-98.2",6.75212244499984e-58,"***",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[follower_available]",,"binary; beta=-4.0101, SE=0.2480, t=-16.17"
"hashtag_count","tt","velocity_t24","percent","-6.1",0.0873570562529161,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(hashtag_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=2.29; F=2.27; monotonic over IQR (q25=-1.2, q75=1.04 of hashtag_count)"
"is_trending","tt","velocity_t24","percent","+3.3",0.396295245467845,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[is_trending]",,"binary; beta=0.0328, SE=0.0386, t=0.85"
"is_weekend","tt","velocity_t24","percent","-16.1",0.00636632412758075,"**",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[is_weekend]",,"binary; beta=-0.1760, SE=0.0645, t=-2.73"
"lang","tt","velocity_t24","F","F(10) = 28.60",1.55158920921911e-54,"***",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$pTerms.table[lang]","als","omnibus Wald via pTerms.table (parametric factor)"
"line_break_count","tt","velocity_t24","shape-only","non-monotonic; peak at line_break_count=-0.03, trough at line_break_count=34.23; link-scale range 0.01",0.988563944862297,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(line_break_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.0329); shape evaluated over q10..q90 instead; edf=1.00; F=0.00"
"local_hour","tt","velocity_t24","shape-only","cyclic; peak ~6h / trough ~16h; link-scale range 0.00",0.970999872389761,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(local_hour)]",,"cyclic smooth (bs=cc); edf=0.01; F=0.00"
"log_follower","tt","velocity_t24","percent","-0.6",0,"***",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(log_follower)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=4.84; F=10.14; non-monotonic in IQR (q25=-0.819, q50=-0.0583, q75=0.766 of log_follower; link-range over q10..q90 = 0.22)"
"log_ocr_text_len","tt","velocity_t24","percent","-1.6",0.375685508002829,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(log_ocr_text_len)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.57; F=1.08; monotonic over IQR (q25=-0.523, q75=0.579 of log_ocr_text_len)"
"log_post_age","tt","velocity_t24","percent","-43.4",0,"***",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(log_post_age)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=8.04; F=95.25; monotonic over IQR (q25=-0.679, q75=0.511 of log_post_age)"
"media_type","tt","velocity_t24","n/a","n/a",,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","structural (TT all video)",,"structurally constant on TikTok; test not defined"
"mention_count","tt","velocity_t24","shape-only","non-monotonic; peak at mention_count=0.38, trough at mention_count=16.24; link-scale range 0.45",0.159982370107019,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(mention_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.31); shape evaluated over q10..q90 instead; edf=2.63; F=1.70"
"punct_diversity","tt","velocity_t24","percent","+2.0",0.264650130213148,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(punct_diversity)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.01; F=1.25; monotonic over IQR (q25=-0.707, q75=0.418 of punct_diversity)"
"question_density","tt","velocity_t24","shape-only","non-monotonic; peak at question_density=-0.10, trough at question_density=41.65; link-scale range 0.18",0.743432372825767,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(question_density)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.1); shape evaluated over q10..q90 instead; edf=1.00; F=0.11"
"topic_cluster","tt","velocity_t24","F","F(5.78) = 6.24",2.241e-06,"***",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","factor_omnibus_tests.csv [model=tt_velocity_24h, feature=topic_cluster]","1","omnibus from factor_omnibus_tests.csv (anova.gam two-model deviance test)"
"topic_cluster:10","tt","velocity_t24","percent","+7.7",0.389381764101694,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[topic_cluster10]","1","F1 per-level at platform baseline (0.430); beta=0.0746, SE=0.0866, t=0.86"
"topic_cluster:2","tt","velocity_t24","percent","-5.3",0.704238488710725,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[topic_cluster2]","1","F1 per-level at platform baseline (0.430); beta=-0.0548, SE=0.1445, t=-0.38"
"topic_cluster:3","tt","velocity_t24","percent","+5.6",0.52288186334485,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[topic_cluster3]","1","F1 per-level at platform baseline (0.430); beta=0.0549, SE=0.0859, t=0.64"
"topic_cluster:4","tt","velocity_t24","percent","+27.7",0.00586420275482807,"**",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[topic_cluster4]","1","F1 per-level at platform baseline (0.430); beta=0.2448, SE=0.0888, t=2.76"
"topic_cluster:5","tt","velocity_t24","percent","+5.8",0.515988757112742,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[topic_cluster5]","1","F1 per-level at platform baseline (0.430); beta=0.0560, SE=0.0863, t=0.65"
"topic_cluster:6","tt","velocity_t24","percent","+35.7",0.00137736481265708,"**",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[topic_cluster6]","1","F1 per-level at platform baseline (0.430); beta=0.3053, SE=0.0954, t=3.20"
"topic_cluster:7","tt","velocity_t24","percent","+9.5",0.260218236458733,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[topic_cluster7]","1","F1 per-level at platform baseline (0.430); beta=0.0907, SE=0.0805, t=1.13"
"topic_cluster:8","tt","velocity_t24","percent","-4.3",0.681465541192505,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[topic_cluster8]","1","F1 per-level at platform baseline (0.430); beta=-0.0440, SE=0.1072, t=-0.41"
"topic_cluster:9","tt","velocity_t24","percent","-9.9",0.290320967344832,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[topic_cluster9]","1","F1 per-level at platform baseline (0.430); beta=-0.1047, SE=0.0990, t=-1.06"
"url_count","tt","velocity_t24","percent","-2.0",0.140333596818725,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[url_count]",,"linear; beta=-0.0201, SE=0.0136, t=-1.47"
"uses_named_audio","tt","velocity_t24","percent","+9.3",0.324388988277153,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[uses_named_audio]",,"binary; beta=0.0890, SE=0.0903, t=0.99"
"weekday","tt","velocity_t24","shape-only","cyclic; peak ~Mon / trough ~Wed; link-scale range 0.13",0.00593399701884623,"**",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(weekday)]",,"cyclic smooth (bs=cc); edf=2.62; F=2.08"
"word_count","tt","velocity_t24","percent","-0.7",0.157178521283261,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(word_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.01; F=2.01; monotonic over IQR (q25=-0.339, q75=-0.0466 of word_count)"
"account_type","tt","velocity_t72","F","F(2) = 3.42",0.0327695371361328,"*",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$pTerms.table[account_type]","both","omnibus Wald via pTerms.table (parametric factor)"
"audio_is_original","tt","velocity_t72","percent","+13.4",0.174047268397348,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[audio_is_original]",,"binary; beta=0.1254, SE=0.0923, t=1.36"
"avg_sentence_len","tt","velocity_t72","percent","+9.0",0.0086246288182153,"**",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(avg_sentence_len)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=6.25; F=2.69; monotonic over IQR (q25=-0.623, q75=0.372 of avg_sentence_len)"
"brightness","tt","velocity_t72","percent","+2.0",0.229591765936565,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(brightness)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=1.45; monotonic over IQR (q25=-0.47, q75=0.639 of brightness)"
"caps_ratio","tt","velocity_t72","percent","+0.3",0.826242881426669,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(caps_ratio)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=0.05; monotonic over IQR (q25=-0.552, q75=0.0765 of caps_ratio)"
"caps_word_count","tt","velocity_t72","shape-only","non-monotonic; peak at caps_word_count=28.70, trough at caps_word_count=13.01; link-scale range 1.67",0.419554488493433,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(caps_word_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.254); shape evaluated over q10..q90 instead; edf=3.42; F=0.96"
"colourfulness","tt","velocity_t72","percent","-2.3",0.171728565671864,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(colourfulness)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=1.87; monotonic over IQR (q25=-0.679, q75=0.487 of colourfulness)"
"contrast","tt","velocity_t72","percent","-2.1",0.0271075517521099,"*",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(contrast)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=3.39; F=2.67; non-monotonic in IQR (q25=-0.603, q50=0.0262, q75=0.639 of contrast; link-range over q10..q90 = 0.07)"
"cta_flag","tt","velocity_t72","percent","+5.0",0.624859482331669,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[cta_flag]",,"binary; beta=0.0488, SE=0.0999, t=0.49"
"ellipsis_count","tt","velocity_t72","shape-only","non-monotonic; peak at ellipsis_count=30.09, trough at ellipsis_count=-0.21; link-scale range 0.05",0.910698677962951,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(ellipsis_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.211); shape evaluated over q10..q90 instead; edf=1.00; F=0.02"
"emoji_count","tt","velocity_t72","percent","-2.1",0.144955292196914,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(emoji_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=3.45; F=1.73; monotonic over IQR (q25=-0.617, q75=0.0896 of emoji_count)"
"exclamation_density","tt","velocity_t72","shape-only","non-monotonic; peak at exclamation_density=-0.16, trough at exclamation_density=42.48; link-scale range 0.47",0.423844891482046,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(exclamation_density)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.163); shape evaluated over q10..q90 instead; edf=1.00; F=0.64"
"face_flag","tt","velocity_t72","percent","+2.4",0.454925648175965,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[face_flag]",,"binary; beta=0.0238, SE=0.0318, t=0.75"
"flesch_available","tt","velocity_t72","percent","-2.2",0.67563090348306,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[flesch_available]",,"binary; beta=-0.0225, SE=0.0538, t=-0.42"
"flesch_reading_ease","tt","velocity_t72","percent","-0.4",0.771973405300335,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(flesch_reading_ease)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=0.09; monotonic over IQR (q25=-0.304, q75=0.59 of flesch_reading_ease)"
"follower_available","tt","velocity_t72","percent","-95.8",2.00763633895346e-36,"***",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[follower_available]",,"binary; beta=-3.1618, SE=0.2495, t=-12.67"
"hashtag_count","tt","velocity_t72","percent","-6.4",0.0846807451854031,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(hashtag_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=2.11; F=2.15; monotonic over IQR (q25=-1.2, q75=1.04 of hashtag_count)"
"is_trending","tt","velocity_t72","percent","-0.6",0.876709776133595,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[is_trending]",,"binary; beta=-0.0061, SE=0.0396, t=-0.16"
"is_weekend","tt","velocity_t72","percent","-17.1",0.0362325787481223,"*",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[is_weekend]",,"binary; beta=-0.1877, SE=0.0896, t=-2.09"
"lang","tt","velocity_t72","F","F(10) = 29.81",6.1799035322817e-57,"***",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$pTerms.table[lang]","als","omnibus Wald via pTerms.table (parametric factor)"
"line_break_count","tt","velocity_t72","shape-only","non-monotonic; peak at line_break_count=34.23, trough at line_break_count=-0.03; link-scale range 0.25",0.60796083093331,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(line_break_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.0329); shape evaluated over q10..q90 instead; edf=1.00; F=0.26"
"local_hour","tt","velocity_t72","shape-only","cyclic; peak ~4h / trough ~15h; link-scale range 0.00",0.594501892457141,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(local_hour)]",,"cyclic smooth (bs=cc); edf=0.03; F=0.00"
"log_follower","tt","velocity_t72","percent","+1.7",0,"***",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(log_follower)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=4.96; F=7.34; non-monotonic in IQR (q25=-0.835, q50=-0.0688, q75=0.76 of log_follower; link-range over q10..q90 = 0.18)"
"log_ocr_text_len","tt","velocity_t72","percent","-0.8",0.247117152609731,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(log_ocr_text_len)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=5.66; F=1.45; non-monotonic in IQR (q25=-0.511, q50=0.0162, q75=0.583 of log_ocr_text_len; link-range over q10..q90 = 0.08)"
"log_post_age","tt","velocity_t72","percent","-32.9",0,"***",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(log_post_age)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=8.28; F=66.51; monotonic over IQR (q25=-0.582, q75=0.595 of log_post_age)"
"media_type","tt","velocity_t72","n/a","n/a",,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","structural (TT all video)",,"structurally constant on TikTok; test not defined"
"mention_count","tt","velocity_t72","shape-only","non-monotonic; peak at mention_count=-0.31, trough at mention_count=16.24; link-scale range 0.58",0.0143675051133442,"*",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(mention_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.31); shape evaluated over q10..q90 instead; edf=1.01; F=5.94"
"punct_diversity","tt","velocity_t72","percent","+2.1",0.148628518669608,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(punct_diversity)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=2.09; monotonic over IQR (q25=-0.707, q75=0.242 of punct_diversity)"
"question_density","tt","velocity_t72","shape-only","non-monotonic; peak at question_density=41.65, trough at question_density=-0.10; link-scale range 0.84",0.130603840773805,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$s.table[s(question_density)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.1); shape evaluated over q10..q90 instead; edf=1.00; F=2.28"
"topic_cluster","tt","velocity_t72","F","F(9) = 5.62",8.75870557930041e-08,"***",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$pTerms.table[topic_cluster]","1","omnibus Wald via pTerms.table (parametric factor)"
"topic_cluster:10","tt","velocity_t72","percent","+5.0",0.577800344688898,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[topic_cluster10]","1","F1 per-level at platform baseline (0.430); beta=0.0484, SE=0.0869, t=0.56"
"topic_cluster:2","tt","velocity_t72","percent","-10.4",0.43780850429815,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[topic_cluster2]","1","F1 per-level at platform baseline (0.430); beta=-0.1101, SE=0.1419, t=-0.78"
"topic_cluster:3","tt","velocity_t72","percent","+0.5",0.956294160415069,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[topic_cluster3]","1","F1 per-level at platform baseline (0.430); beta=0.0047, SE=0.0858, t=0.05"
"topic_cluster:4","tt","velocity_t72","percent","+21.7",0.0272552192569098,"*",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[topic_cluster4]","1","F1 per-level at platform baseline (0.430); beta=0.1962, SE=0.0889, t=2.21"
"topic_cluster:5","tt","velocity_t72","percent","+0.7",0.939389891463247,"n.s.",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[topic_cluster5]","1","F1 per-level at platform baseline (0.430); beta=0.0066, SE=0.0863, t=0.08"
"topic_cluster:6","tt","velocity_t72","percent","+28.8",0.0081999104560524,"**",7545,"05_modelling/05_gam/models/m_tt_velocity_72h.rds","summary(m_tt_velocity_72h)$p.table[topic_cluster6]","1","F1 per-level at platform baseline (0.430); beta=0.2530, SE=0.0957, t=2.64"
